"Is_Highlight","Object_Begin_Date","Tags","Dimensions","Is_Sculpture","area/volume"
"False",1864,"Orchids","82.9 x 45.4",FALSE,3763.66
"False",1675,"Landscapes","30.2 x 62.9",FALSE,1899.58
"False",1675,"Boats","30.2 x 62.9",FALSE,1899.58
"True",1688,"Poetry","27.3 x 41",FALSE,1119.3
"True",1688,"Landscapes","27.3 x 41",FALSE,1119.3
"False",1700,"Landscapes","222.9 x 113.7",FALSE,25343.73
"False",1700,"Trees","222.9 x 113.7",FALSE,25343.73
"False",1623,"Mountains","18.4 x 51",FALSE,938.4
"False",1578,"Mountains","117.5 x 39.8",FALSE,4676.5
"False",1578,"Landscapes","117.5 x 39.8",FALSE,4676.5
"False",1434,"Trees","156.8 x 69.9",FALSE,10960.32
"False",1200,"Deer","17.8 x 22.2",FALSE,395.16
"False",1200,"Gibbons","17.8 x 22.2",FALSE,395.16
"False",1487,"Mountains","141 x 71.1",FALSE,10025.1
"False",1487,"Landscapes","141 x 71.1",FALSE,10025.1
"False",1700,"Plants","87.6 x 38.9",FALSE,3407.64
"False",1367,"Bodhisattvas","91.4 x 32.7",FALSE,2988.78
"False",1367,"Buddhism","91.4 x 32.7",FALSE,2988.78
"False",1200,"Landscapes","25.6 x 26.4",FALSE,675.84
"False",1200,"Trees","25.6 x 26.4",FALSE,675.84
"False",1336,"Bodhisattvas","116.2 x 51.8",FALSE,6019.16
"False",1336,"Waterfalls","116.2 x 51.8",FALSE,6019.16
"False",1336,"Buddhism","116.2 x 51.8",FALSE,6019.16
"False",1336,"Avalokiteshvara","116.2 x 51.8",FALSE,6019.16
"False",1800,"Men","63.8 x 30.8",FALSE,1965.04
"False",1800,"Portraits","63.8 x 30.8",FALSE,1965.04
"False",1774,"Girls","103.8 x 33.3",FALSE,3456.54
"False",1804,"Mountains","15.6 x 52.4",FALSE,817.44
"False",1804,"Landscapes","15.6 x 52.4",FALSE,817.44
"False",1827,"Hills","24.8 x 34.3",FALSE,850.64
"False",1827,"Landscapes","24.8 x 34.3",FALSE,850.64
"False",1827,"Mountains","24.8 x 34.3",FALSE,850.64
"False",1827,"Landscapes","24.8 x 34.3",FALSE,850.64
"False",1868,"Grapes","17.6 x 51",FALSE,897.6
"False",1868,"Squirrels","17.6 x 51",FALSE,897.6
"False",1862,"Horses","143.5 x 80.6",FALSE,11566.1
"False",1862,"Games","143.5 x 80.6",FALSE,11566.1
"False",1862,"Men","143.5 x 80.6",FALSE,11566.1
"False",1862,"Women","143.5 x 80.6",FALSE,11566.1
"False",1862,"Peonies","17.8 x 52.7",FALSE,938.06
"False",1859,"Insects","18.4 x 53.3",FALSE,980.72
"False",1867,"Mountains","25.7 x 16.2",FALSE,416.34
"False",1867,"Landscapes","25.7 x 16.2",FALSE,416.34
"False",1840,"Birds","25.9 x 32.4",FALSE,839.16
"False",1875,"Landscapes","23.7 x 24.9",FALSE,590.13
"False",1867,"Lotuses","26",FALSE,26
"False",1867,"Men","26",FALSE,26
"False",1869,"Men","17.1 x 51.1",FALSE,873.81
"False",1873,"Hawks","161.9 x 46.4",FALSE,7512.16
"False",1883,"Birds","18.4 x 53.3",FALSE,980.72
"False",1883,"Narcissus","18.4 x 53.3",FALSE,980.72
"False",1894,"Landscapes","18.4 x 51.6",FALSE,949.44
"False",1894,"Boats","18.4 x 51.6",FALSE,949.44
"False",1865,"Insects","32.4 x 35.9",FALSE,1163.16
"False",1865,"Flowers","32.4 x 35.9",FALSE,1163.16
"False",1898,"Mountains","34 x 274",FALSE,9316
"False",1898,"Landscapes","34 x 274",FALSE,9316
"False",1894,"Grapes","16.8 x 50.2",FALSE,843.36
"False",1894,"Squirrels","16.8 x 50.2",FALSE,843.36
"False",1894,"Leaves","16.8 x 50.2",FALSE,843.36
"False",1816,"Rivers","18.1 x 51.4",FALSE,930.34
"False",1816,"Landscapes","18.1 x 51.4",FALSE,930.34
"False",1907,"Mountains","144.1 x 77.5",FALSE,11167.75
"False",1907,"Landscapes","144.1 x 77.5",FALSE,11167.75
"False",1839,"Mountains","131.4 x 41.9",FALSE,5505.66
"False",1839,"Landscapes","131.4 x 41.9",FALSE,5505.66
"False",1901,"Bridges","16.2 x 49.8",FALSE,806.76
"False",1901,"Men","16.2 x 49.8",FALSE,806.76
"False",1912,"Hills","15.9 x 50.8",FALSE,807.72
"False",1912,"Landscapes","15.9 x 50.8",FALSE,807.72
"False",1910,"Pavilions","16.5 x 50.6",FALSE,834.9
"False",1910,"Landscapes","16.5 x 50.6",FALSE,834.9
"False",1894,"Landscapes","168.9 x 41.9",FALSE,7076.91
"False",1894,"Plants","168.9 x 41.9",FALSE,7076.91
"False",1900,"Still Life","15.6 x 48.3",FALSE,753.48
"False",1900,"Flowers","27.9 x 43.8",FALSE,1222.02
"False",1921,"Mountains","19.5 x 54",FALSE,1053
"False",1914,"Landscapes","22.5 x 99.1",FALSE,2229.75
